"","region_name","date","crime_type","average_price","sales_volume","revenue","no_of_crime"
"454","Barking and Dagenham","201612","Theft",285622,154,43985769,281
"455","Barking and Dagenham","201612","Vehicle Offences",285622,154,43985769,179
"456","Barking and Dagenham","201612","Violence Against the Person",285622,154,43985769,406
"457","Barking and Dagenham","201608","Arson and Criminal Damage",279484,159,44437916,159
"458","Barking and Dagenham","201608","Burglary",279484,159,44437916,87
"459","Barking and Dagenham","201608","Drug Offences",279484,159,44437916,92
"461","Barking and Dagenham","201608","Miscellaneous Crimes Against Society",279484,159,44437916,20
"462","Barking and Dagenham","201608","Possession of Weapons",279484,159,44437916,13
"463","Barking and Dagenham","201608","Public Order Offences",279484,159,44437916,100
"464","Barking and Dagenham","201608","Robbery",279484,159,44437916,37
"465","Barking and Dagenham","201608","Sexual Offences",279484,159,44437916,38
"466","Barking and Dagenham","201608","Theft",279484,159,44437916,304
"467","Barking and Dagenham","201608","Vehicle Offences",279484,159,44437916,167
"468","Barking and Dagenham","201608","Violence Against the Person",279484,159,44437916,430
"469","Newham","201604","Arson and Criminal Damage",337626,132,44566694,199
"470","Newham","201604","Burglary",337626,132,44566694,174
"471","Newham","201604","Drug Offences",337626,132,44566694,130
"473","Newham","201604","Miscellaneous Crimes Against Society",337626,132,44566694,38
"474","Newham","201604","Possession of Weapons",337626,132,44566694,25
"475","Newham","201604","Public Order Offences",337626,132,44566694,111
"476","Newham","201604","Robbery",337626,132,44566694,84
"477","Newham","201604","Sexual Offences",337626,132,44566694,60
"478","Newham","201604","Theft",337626,132,44566694,594
"479","Newham","201604","Vehicle Offences",337626,132,44566694,318
"480","Newham","201604","Violence Against the Person",337626,132,44566694,700
"481","Barking and Dagenham","201808","Arson and Criminal Damage",295908,151,44682084,106
"482","Barking and Dagenham","201808","Burglary",295908,151,44682084,102
"483","Barking and Dagenham","201808","Drug Offences",295908,151,44682084,77
"485","Barking and Dagenham","201808","Miscellaneous Crimes Against Society",295908,151,44682084,19
"486","Barking and Dagenham","201808","Possession of Weapons",295908,151,44682084,18
"487","Barking and Dagenham","201808","Public Order Offences",295908,151,44682084,92
"488","Barking and Dagenham","201808","Robbery",295908,151,44682084,57
"489","Barking and Dagenham","201808","Sexual Offences",295908,151,44682084,42
"490","Barking and Dagenham","201808","Theft",295908,151,44682084,300
"491","Barking and Dagenham","201808","Vehicle Offences",295908,151,44682084,209
"492","Barking and Dagenham","201808","Violence Against the Person",295908,151,44682084,439
"493","Barking and Dagenham","201911","Arson and Criminal Damage",304515,147,44763703,105
"494","Barking and Dagenham","201911","Burglary",304515,147,44763703,144
"495","Barking and Dagenham","201911","Drug Offences",304515,147,44763703,110
"497","Barking and Dagenham","201911","Miscellaneous Crimes Against Society",304515,147,44763703,27
"498","Barking and Dagenham","201911","Possession of Weapons",304515,147,44763703,11
"499","Barking and Dagenham","201911","Public Order Offences",304515,147,44763703,79
"500","Barking and Dagenham","201911","Robbery",304515,147,44763703,70
"501","Barking and Dagenham","201911","Sexual Offences",304515,147,44763703,53
"502","Barking and Dagenham","201911","Theft",304515,147,44763703,315
"503","Barking and Dagenham","201911","Vehicle Offences",304515,147,44763703,238
"504","Barking and Dagenham","201911","Violence Against the Person",304515,147,44763703,507
"505","Barking and Dagenham","201801","Arson and Criminal Damage",291548,154,44898370,137
"506","Barking and Dagenham","201801","Burglary",291548,154,44898370,181
"507","Barking and Dagenham","201801","Drug Offences",291548,154,44898370,68
"509","Barking and Dagenham","201801","Miscellaneous Crimes Against Society",291548,154,44898370,19
"510","Barking and Dagenham","201801","Possession of Weapons",291548,154,44898370,11
"511","Barking and Dagenham","201801","Public Order Offences",291548,154,44898370,58
"512","Barking and Dagenham","201801","Robbery",291548,154,44898370,70
"513","Barking and Dagenham","201801","Sexual Offences",291548,154,44898370,41
"514","Barking and Dagenham","201801","Theft",291548,154,44898370,251
"515","Barking and Dagenham","201801","Vehicle Offences",291548,154,44898370,239
"516","Barking and Dagenham","201801","Violence Against the Person",291548,154,44898370,432
"517","Barking and Dagenham","201610","Arson and Criminal Damage",286210,160,45793599,147
"518","Barking and Dagenham","201610","Burglary",286210,160,45793599,101
"519","Barking and Dagenham","201610","Drug Offences",286210,160,45793599,120
"521","Barking and Dagenham","201610","Miscellaneous Crimes Against Society",286210,160,45793599,28
"522","Barking and Dagenham","201610","Possession of Weapons",286210,160,45793599,8
"523","Barking and Dagenham","201610","Public Order Offences",286210,160,45793599,68
"524","Barking and Dagenham","201610","Robbery",286210,160,45793599,41
"525","Barking and Dagenham","201610","Sexual Offences",286210,160,45793599,36
"526","Barking and Dagenham","201610","Theft",286210,160,45793599,284
"527","Barking and Dagenham","201610","Vehicle Offences",286210,160,45793599,193
"528","Barking and Dagenham","201610","Violence Against the Person",286210,160,45793599,387
"529","Barking and Dagenham","201903","Arson and Criminal Damage",294065,156,45874103,143
"530","Barking and Dagenham","201903","Burglary",294065,156,45874103,128
"531","Barking and Dagenham","201903","Drug Offences",294065,156,45874103,124
"533","Barking and Dagenham","201903","Miscellaneous Crimes Against Society",294065,156,45874103,23
"534","Barking and Dagenham","201903","Possession of Weapons",294065,156,45874103,24
"535","Barking and Dagenham","201903","Public Order Offences",294065,156,45874103,99
"536","Barking and Dagenham","201903","Robbery",294065,156,45874103,86
"537","Barking and Dagenham","201903","Sexual Offences",294065,156,45874103,55
"538","Barking and Dagenham","201903","Theft",294065,156,45874103,310
"539","Barking and Dagenham","201903","Vehicle Offences",294065,156,45874103,214
"540","Barking and Dagenham","201903","Violence Against the Person",294065,156,45874103,506
"541","Greenwich","202004","Arson and Criminal Damage",398225,116,46194076,147
"542","Greenwich","202004","Burglary",398225,116,46194076,95
"543","Greenwich","202004","Drug Offences",398225,116,46194076,230
"545","Greenwich","202004","Miscellaneous Crimes Against Society",398225,116,46194076,41
"546","Greenwich","202004","Possession of Weapons",398225,116,46194076,12
"547","Greenwich","202004","Public Order Offences",398225,116,46194076,122
"548","Greenwich","202004","Robbery",398225,116,46194076,42
"549","Greenwich","202004","Sexual Offences",398225,116,46194076,38
"550","Greenwich","202004","Theft",398225,116,46194076,214
"551","Greenwich","202004","Vehicle Offences",398225,116,46194076,161
"552","Greenwich","202004","Violence Against the Person",398225,116,46194076,563
"553","Barking and Dagenham","201803","Arson and Criminal Damage",291723,160,46675760,121
"554","Barking and Dagenham","201803","Burglary",291723,160,46675760,160
"555","Barking and Dagenham","201803","Drug Offences",291723,160,46675760,83
"557","Barking and Dagenham","201803","Miscellaneous Crimes Against Society",291723,160,46675760,33
"558","Barking and Dagenham","201803","Possession of Weapons",291723,160,46675760,22
"559","Barking and Dagenham","201803","Public Order Offences",291723,160,46675760,97
"560","Barking and Dagenham","201803","Robbery",291723,160,46675760,78
"561","Barking and Dagenham","201803","Sexual Offences",291723,160,46675760,46
"562","Barking and Dagenham","201803","Theft",291723,160,46675760,279
"563","Barking and Dagenham","201803","Vehicle Offences",291723,160,46675760,221
"564","Barking and Dagenham","201803","Violence Against the Person",291723,160,46675760,465
"565","Barking and Dagenham","201707","Arson and Criminal Damage",291727,160,46676247,145
"566","Barking and Dagenham","201707","Burglary",291727,160,46676247,137
"567","Barking and Dagenham","201707","Drug Offences",291727,160,46676247,70
"569","Barking and Dagenham","201707","Miscellaneous Crimes Against Society",291727,160,46676247,19
"570","Barking and Dagenham","201707","Possession of Weapons",291727,160,46676247,18
"571","Barking and Dagenham","201707","Public Order Offences",291727,160,46676247,122
"572","Barking and Dagenham","201707","Robbery",291727,160,46676247,122
"573","Barking and Dagenham","201707","Sexual Offences",291727,160,46676247,47
"574","Barking and Dagenham","201707","Theft",291727,160,46676247,317
"575","Barking and Dagenham","201707","Vehicle Offences",291727,160,46676247,224
"576","Barking and Dagenham","201707","Violence Against the Person",291727,160,46676247,499
"577","Newham","202001","Arson and Criminal Damage",365657,130,47535401,157
"578","Newham","202001","Burglary",365657,130,47535401,192
"579","Newham","202001","Drug Offences",365657,130,47535401,236
"581","Newham","202001","Miscellaneous Crimes Against Society",365657,130,47535401,27
"582","Newham","202001","Possession of Weapons",365657,130,47535401,19
"583","Newham","202001","Public Order Offences",365657,130,47535401,172
"584","Newham","202001","Robbery",365657,130,47535401,218
"585","Newham","202001","Sexual Offences",365657,130,47535401,75
"586","Newham","202001","Theft",365657,130,47535401,727
"587","Newham","202001","Vehicle Offences",365657,130,47535401,407
"588","Newham","202001","Violence Against the Person",365657,130,47535401,802
"589","Barking and Dagenham","201708","Arson and Criminal Damage",290965,164,47718243,174
"590","Barking and Dagenham","201708","Burglary",290965,164,47718243,113
"591","Barking and Dagenham","201708","Drug Offences",290965,164,47718243,57
"593","Barking and Dagenham","201708","Miscellaneous Crimes Against Society",290965,164,47718243,21
"594","Barking and Dagenham","201708","Possession of Weapons",290965,164,47718243,16
"595","Barking and Dagenham","201708","Public Order Offences",290965,164,47718243,88
"596","Barking and Dagenham","201708","Robbery",290965,164,47718243,79
"597","Barking and Dagenham","201708","Sexual Offences",290965,164,47718243,42
"598","Barking and Dagenham","201708","Theft",290965,164,47718243,336
"599","Barking and Dagenham","201708","Vehicle Offences",290965,164,47718243,223
"600","Barking and Dagenham","201708","Violence Against the Person",290965,164,47718243,458
"601","Barking and Dagenham","201805","Arson and Criminal Damage",290239,166,48179729,130
"602","Barking and Dagenham","201805","Burglary",290239,166,48179729,117
"603","Barking and Dagenham","201805","Drug Offences",290239,166,48179729,84
"605","Barking and Dagenham","201805","Miscellaneous Crimes Against Society",290239,166,48179729,30
"606","Barking and Dagenham","201805","Possession of Weapons",290239,166,48179729,16
"607","Barking and Dagenham","201805","Public Order Offences",290239,166,48179729,66
"608","Barking and Dagenham","201805","Robbery",290239,166,48179729,44
"609","Barking and Dagenham","201805","Sexual Offences",290239,166,48179729,57
"610","Barking and Dagenham","201805","Theft",290239,166,48179729,256
"611","Barking and Dagenham","201805","Vehicle Offences",290239,166,48179729,215
"612","Barking and Dagenham","201805","Violence Against the Person",290239,166,48179729,490
"613","Barking and Dagenham","201606","Arson and Criminal Damage",269318,179,48208003,158
"614","Barking and Dagenham","201606","Burglary",269318,179,48208003,110
"615","Barking and Dagenham","201606","Drug Offences",269318,179,48208003,101
"617","Barking and Dagenham","201606","Miscellaneous Crimes Against Society",269318,179,48208003,24
"618","Barking and Dagenham","201606","Possession of Weapons",269318,179,48208003,12
"619","Barking and Dagenham","201606","Public Order Offences",269318,179,48208003,78
"620","Barking and Dagenham","201606","Robbery",269318,179,48208003,57
"621","Barking and Dagenham","201606","Sexual Offences",269318,179,48208003,45
"622","Barking and Dagenham","201606","Theft",269318,179,48208003,316
"623","Barking and Dagenham","201606","Vehicle Offences",269318,179,48208003,174
"624","Barking and Dagenham","201606","Violence Against the Person",269318,179,48208003,481
"625","Barking and Dagenham","201810","Arson and Criminal Damage",299918,161,48286733,140
"626","Barking and Dagenham","201810","Burglary",299918,161,48286733,126
"627","Barking and Dagenham","201810","Drug Offences",299918,161,48286733,73
"629","Barking and Dagenham","201810","Miscellaneous Crimes Against Society",299918,161,48286733,19
"630","Barking and Dagenham","201810","Possession of Weapons",299918,161,48286733,22
"631","Barking and Dagenham","201810","Public Order Offences",299918,161,48286733,72
"632","Barking and Dagenham","201810","Robbery",299918,161,48286733,79
